,Label,Cosine Similarity Mean
0,sustainability,"[tensor([[0.2840]]), tensor([[0.2251]]), tensor([[0.1012]]), tensor([[0.2346]]), tensor([[0.1893]]), tensor([[0.0783]]), tensor([[0.0100]]), tensor([[-0.0107]]), tensor([[0.1487]]), tensor([[0.0876]]), tensor([[0.0257]]), tensor([[0.0056]]), tensor([[0.2050]]), tensor([[0.1208]]), tensor([[0.1454]]), tensor([[0.0828]]), tensor([[0.1239]]), tensor([[0.0009]]), tensor([[-0.0179]]), tensor([[0.1310]]), tensor([[0.0819]]), tensor([[0.0486]]), tensor([[0.1102]]), tensor([[0.1039]]), tensor([[0.0954]]), tensor([[0.1601]]), tensor([[0.0532]]), tensor([[0.0657]]), tensor([[0.1652]]), tensor([[0.0109]]), tensor([[0.1049]]), tensor([[-0.0118]]), tensor([[0.0922]]), tensor([[0.0664]]), tensor([[0.0473]]), tensor([[0.1052]]), tensor([[0.0047]]), tensor([[-0.0182]]), tensor([[0.0753]]), tensor([[0.0422]]), tensor([[0.0330]]), tensor([[0.0649]]), tensor([[0.0536]]), tensor([[0.0961]]), tensor([[0.1585]]), tensor([[0.0514]]), tensor([[0.1105]]), tensor([[0.1930]]), tensor([[0.0525]]), tensor([[0.1623]]), tensor([[0.1060]]), tensor([[0.0790]]), tensor([[0.0739]]), tensor([[0.1763]]), tensor([[0.0103]]), tensor([[0.1545]]), tensor([[0.1223]]), tensor([[0.0841]]), tensor([[0.0191]]), tensor([[0.0311]]), tensor([[0.1087]]), tensor([[0.0451]]), tensor([[0.0503]]), tensor([[0.0621]]), tensor([[0.0536]]), tensor([[0.1100]]), tensor([[0.0643]]), tensor([[0.0120]]), tensor([[0.0616]]), tensor([[0.0663]]), tensor([[0.0115]]), tensor([[0.0719]]), tensor([[0.0201]]), tensor([[0.0425]]), tensor([[0.1449]]), tensor([[0.1292]]), tensor([[0.0781]]), tensor([[0.0523]]), tensor([[0.1601]]), tensor([[0.1812]]), tensor([[0.1805]]), tensor([[0.0392]]), tensor([[0.1437]]), tensor([[0.0661]]), tensor([[0.0835]]), tensor([[0.1076]]), tensor([[0.0781]]), tensor([[0.0235]]), tensor([[0.1253]]), tensor([[0.0721]]), tensor([[0.0887]]), tensor([[-0.0214]]), tensor([[0.1747]]), tensor([[0.0759]]), tensor([[0.0696]]), tensor([[0.0882]]), tensor([[0.0042]]), tensor([[0.0879]]), tensor([[-0.0482]]), tensor([[0.1117]]), tensor([[0.0665]]), tensor([[-0.0355]]), tensor([[0.0378]]), tensor([[-0.0419]]), tensor([[0.2001]]), tensor([[0.0489]]), tensor([[0.0813]]), tensor([[-0.0094]]), tensor([[0.0977]]), tensor([[0.1070]]), tensor([[0.0901]]), tensor([[0.0856]]), tensor([[0.0605]]), tensor([[0.0438]]), tensor([[0.1268]]), tensor([[0.1062]]), tensor([[0.1025]]), tensor([[0.2326]]), tensor([[0.2185]]), tensor([[0.0749]]), tensor([[0.0557]]), tensor([[0.1561]]), tensor([[0.1169]]), tensor([[0.0676]]), tensor([[0.0868]]), tensor([[0.0423]]), tensor([[0.1397]]), tensor([[0.1815]]), tensor([[0.0029]]), tensor([[0.0908]]), tensor([[0.0809]]), tensor([[0.1077]]), tensor([[0.1167]]), tensor([[0.0475]]), tensor([[0.1108]]), tensor([[0.0660]]), tensor([[0.1550]]), tensor([[0.2250]]), tensor([[0.1441]]), tensor([[0.1062]]), tensor([[0.1263]]), tensor([[0.1685]]), tensor([[0.0901]]), tensor([[0.1093]]), tensor([[0.1469]]), tensor([[0.1162]]), tensor([[0.0575]]), tensor([[0.0187]]), tensor([[0.1377]]), tensor([[0.1768]]), tensor([[-0.0443]]), tensor([[0.1356]]), tensor([[0.0649]]), tensor([[0.0312]]), tensor([[0.1017]]), tensor([[0.0549]]), tensor([[0.0589]]), tensor([[0.0792]]), tensor([[0.0888]]), tensor([[0.1365]]), tensor([[0.0425]]), tensor([[0.2100]]), tensor([[0.1486]]), tensor([[0.2003]]), tensor([[0.1431]]), tensor([[0.0574]]), tensor([[0.1683]]), tensor([[0.1232]]), tensor([[0.1268]]), tensor([[0.0585]]), tensor([[0.1642]]), tensor([[0.0223]]), tensor([[0.2686]]), tensor([[0.0686]]), tensor([[0.0588]]), tensor([[0.1156]]), tensor([[0.0690]]), tensor([[0.1120]]), tensor([[0.0441]]), tensor([[0.1176]]), tensor([[0.1305]]), tensor([[0.1756]]), tensor([[0.2337]]), tensor([[0.1140]]), tensor([[0.2128]]), tensor([[0.2210]]), tensor([[0.1597]]), tensor([[0.0855]]), tensor([[0.0862]]), tensor([[0.1113]]), tensor([[0.1348]]), tensor([[0.1184]]), tensor([[0.0893]]), tensor([[0.2138]]), tensor([[0.1600]]), tensor([[0.1265]]), tensor([[0.0617]]), tensor([[0.0443]]), tensor([[0.2035]]), tensor([[0.1332]]), tensor([[0.1388]]), tensor([[0.0942]]), tensor([[0.2034]]), tensor([[0.1877]]), tensor([[0.0262]]), tensor([[0.1509]]), tensor([[0.1778]]), tensor([[0.0856]]), tensor([[0.0825]]), tensor([[0.0875]]), tensor([[0.0971]]), tensor([[0.1144]]), tensor([[0.0540]]), tensor([[0.1025]]), tensor([[0.0798]]), tensor([[0.0862]]), tensor([[0.0159]]), tensor([[0.0773]]), tensor([[0.0985]]), tensor([[0.0044]]), tensor([[0.0861]]), tensor([[0.0806]]), tensor([[-0.0019]]), tensor([[0.0967]]), tensor([[0.0908]]), tensor([[0.0165]]), tensor([[0.1242]]), tensor([[0.0606]]), tensor([[0.1123]]), tensor([[0.1116]]), tensor([[0.0555]]), tensor([[0.1116]]), tensor([[0.1485]]), tensor([[0.1116]]), tensor([[0.1383]]), tensor([[0.0946]]), tensor([[0.1319]]), tensor([[0.1010]]), tensor([[0.0754]]), tensor([[0.0065]]), tensor([[0.0662]]), tensor([[-0.0274]]), tensor([[0.1315]]), tensor([[0.0841]]), tensor([[0.1066]]), tensor([[0.1223]]), tensor([[0.1652]]), tensor([[0.1507]]), tensor([[0.1335]]), tensor([[0.1479]]), tensor([[0.1644]]), tensor([[0.1093]]), tensor([[0.0581]]), tensor([[0.0619]]), tensor([[0.0896]]), tensor([[0.1212]]), tensor([[0.1172]]), tensor([[0.0891]]), tensor([[0.0970]]), tensor([[0.0822]]), tensor([[0.1852]]), tensor([[0.1634]]), tensor([[0.2099]]), tensor([[0.0874]]), tensor([[0.0289]]), tensor([[0.0955]]), tensor([[0.0270]]), tensor([[0.0348]]), tensor([[0.0110]]), tensor([[0.0321]]), tensor([[0.1378]]), tensor([[0.1166]]), tensor([[0.2060]]), tensor([[0.2047]]), tensor([[0.1214]]), tensor([[0.1360]]), tensor([[0.1203]]), tensor([[0.1101]]), tensor([[0.0764]]), tensor([[0.1231]]), tensor([[0.1113]]), tensor([[0.0514]]), tensor([[0.1755]]), tensor([[0.0704]])]"
1,human rights,"[tensor([[0.1790]]), tensor([[0.2052]]), tensor([[0.0582]]), tensor([[0.1252]]), tensor([[0.1169]]), tensor([[0.0007]]), tensor([[0.0619]]), tensor([[0.0385]]), tensor([[0.1650]]), tensor([[0.0956]]), tensor([[0.1302]]), tensor([[0.0094]]), tensor([[0.0624]]), tensor([[0.1026]]), tensor([[0.1768]]), tensor([[0.0995]]), tensor([[0.1763]]), tensor([[0.0615]]), tensor([[0.0641]]), tensor([[0.1487]]), tensor([[0.0146]]), tensor([[0.0254]]), tensor([[0.0399]]), tensor([[0.1686]]), tensor([[0.1022]]), tensor([[0.2132]]), tensor([[0.0668]]), tensor([[0.0471]]), tensor([[0.1346]]), tensor([[0.0932]]), tensor([[0.0579]]), tensor([[0.0285]]), tensor([[0.0646]]), tensor([[0.0627]]), tensor([[0.0292]]), tensor([[-0.0087]]), tensor([[0.1136]]), tensor([[-0.0180]]), tensor([[0.1423]]), tensor([[0.0817]]), tensor([[0.0396]]), tensor([[0.0714]]), tensor([[0.0215]]), tensor([[0.0987]]), tensor([[0.0438]]), tensor([[-0.0137]]), tensor([[0.0329]]), tensor([[0.1026]]), tensor([[0.2242]]), tensor([[0.1249]]), tensor([[0.0738]]), tensor([[-0.0451]]), tensor([[0.1310]]), tensor([[0.0808]]), tensor([[0.1116]]), tensor([[0.0854]]), tensor([[0.1181]]), tensor([[0.0239]]), tensor([[0.0258]]), tensor([[0.1632]]), tensor([[0.1220]]), tensor([[-0.0666]]), tensor([[0.0192]]), tensor([[0.0995]]), tensor([[0.0901]]), tensor([[0.0672]]), tensor([[0.0934]]), tensor([[0.0106]]), tensor([[0.0519]]), tensor([[0.1098]]), tensor([[0.1574]]), tensor([[0.0654]]), tensor([[0.1547]]), tensor([[0.1146]]), tensor([[0.0686]]), tensor([[0.1524]]), tensor([[0.0741]]), tensor([[0.0530]]), tensor([[0.0626]]), tensor([[0.1297]]), tensor([[0.1185]]), tensor([[0.0518]]), tensor([[0.0806]]), tensor([[0.0283]]), tensor([[0.1184]]), tensor([[0.0964]]), tensor([[0.0720]]), tensor([[0.0259]]), tensor([[0.1697]]), tensor([[0.0844]]), tensor([[0.0583]]), tensor([[0.0484]]), tensor([[0.0708]]), tensor([[0.0146]]), tensor([[0.0701]]), tensor([[-0.0501]]), tensor([[-0.0255]]), tensor([[0.0262]]), tensor([[0.0070]]), tensor([[0.0112]]), tensor([[-0.0183]]), tensor([[0.0223]]), tensor([[0.1172]]), tensor([[0.0404]]), tensor([[0.0934]]), tensor([[0.0922]]), tensor([[0.0874]]), tensor([[0.0315]]), tensor([[0.1064]]), tensor([[0.0625]]), tensor([[0.1691]]), tensor([[0.1049]]), tensor([[0.1181]]), tensor([[0.0027]]), tensor([[0.0989]]), tensor([[0.1025]]), tensor([[-0.0035]]), tensor([[0.1275]]), tensor([[0.0365]]), tensor([[0.0992]]), tensor([[0.0774]]), tensor([[0.1716]]), tensor([[0.0737]]), tensor([[0.0681]]), tensor([[0.0595]]), tensor([[0.0531]]), tensor([[-0.0216]]), tensor([[-0.0001]]), tensor([[0.1040]]), tensor([[0.1996]]), tensor([[0.0394]]), tensor([[0.0707]]), tensor([[0.0754]]), tensor([[0.0048]]), tensor([[0.0255]]), tensor([[0.0823]]), tensor([[0.0314]]), tensor([[0.1088]]), tensor([[0.0365]]), tensor([[0.0950]]), tensor([[0.0215]]), tensor([[0.0213]]), tensor([[0.0541]]), tensor([[0.0900]]), tensor([[0.0933]]), tensor([[0.1505]]), tensor([[0.0130]]), tensor([[0.0187]]), tensor([[0.0585]]), tensor([[0.0511]]), tensor([[0.0557]]), tensor([[0.1036]]), tensor([[0.0428]]), tensor([[0.0499]]), tensor([[0.0672]]), tensor([[0.0038]]), tensor([[0.0280]]), tensor([[0.0536]]), tensor([[0.2109]]), tensor([[0.0283]]), tensor([[0.0239]]), tensor([[0.1303]]), tensor([[0.0981]]), tensor([[0.0927]]), tensor([[0.1545]]), tensor([[0.0674]]), tensor([[0.1383]]), tensor([[0.1520]]), tensor([[0.1307]]), tensor([[0.0861]]), tensor([[0.1354]]), tensor([[-0.0302]]), tensor([[0.1604]]), tensor([[0.0656]]), tensor([[0.0730]]), tensor([[0.0900]]), tensor([[0.0224]]), tensor([[0.0649]]), tensor([[0.0554]]), tensor([[0.1181]]), tensor([[0.1038]]), tensor([[0.0385]]), tensor([[0.1286]]), tensor([[0.1140]]), tensor([[0.2005]]), tensor([[0.1308]]), tensor([[0.1905]]), tensor([[0.0944]]), tensor([[0.0225]]), tensor([[0.1565]]), tensor([[0.1010]]), tensor([[0.0696]]), tensor([[0.0538]]), tensor([[0.1349]]), tensor([[0.0947]]), tensor([[0.0871]]), tensor([[0.0097]]), tensor([[0.1085]]), tensor([[0.1037]]), tensor([[0.1691]]), tensor([[0.0573]]), tensor([[0.1229]]), tensor([[0.0183]]), tensor([[0.0560]]), tensor([[0.0801]]), tensor([[0.0572]]), tensor([[0.0633]]), tensor([[0.0086]]), tensor([[0.1310]]), tensor([[0.0369]]), tensor([[0.1109]]), tensor([[0.0366]]), tensor([[0.0766]]), tensor([[0.0617]]), tensor([[0.1286]]), tensor([[0.0884]]), tensor([[0.0011]]), tensor([[0.0597]]), tensor([[0.1354]]), tensor([[0.0864]]), tensor([[0.1578]]), tensor([[0.0905]]), tensor([[0.0348]]), tensor([[0.1756]]), tensor([[0.0897]]), tensor([[0.0258]]), tensor([[-0.0119]]), tensor([[-0.0399]]), tensor([[0.0644]]), tensor([[0.0861]]), tensor([[0.0932]]), tensor([[0.0861]]), tensor([[0.0593]]), tensor([[0.0861]]), tensor([[0.1141]]), tensor([[0.0886]]), tensor([[0.1869]]), tensor([[0.1284]]), tensor([[0.1572]]), tensor([[0.0889]]), tensor([[0.0985]]), tensor([[0.0452]]), tensor([[0.1099]]), tensor([[0.0528]]), tensor([[0.0944]]), tensor([[0.1241]]), tensor([[0.1635]]), tensor([[0.1124]]), tensor([[0.1281]]), tensor([[0.1108]]), tensor([[0.1600]]), tensor([[0.1209]]), tensor([[0.1224]]), tensor([[0.1404]]), tensor([[0.1501]]), tensor([[0.1074]]), tensor([[0.1422]]), tensor([[0.0696]]), tensor([[0.1399]]), tensor([[0.0616]]), tensor([[0.1808]]), tensor([[0.1213]]), tensor([[0.2626]]), tensor([[0.1283]]), tensor([[0.0480]]), tensor([[0.1632]]), tensor([[0.1057]]), tensor([[0.0683]]), tensor([[0.0383]]), tensor([[0.0398]]), tensor([[0.1029]]), tensor([[0.1106]]), tensor([[0.1994]]), tensor([[0.1715]]), tensor([[0.1030]]), tensor([[0.0846]]), tensor([[0.1179]]), tensor([[0.1045]]), tensor([[0.0622]]), tensor([[0.0988]]), tensor([[0.0446]]), tensor([[0.0182]]), tensor([[0.1134]]), tensor([[0.0407]])]"
2,fraud,"[tensor([[0.0959]]), tensor([[-0.0152]]), tensor([[-0.0720]]), tensor([[0.0999]]), tensor([[0.0802]]), tensor([[0.0522]]), tensor([[-0.0395]]), tensor([[0.0881]]), tensor([[-0.0163]]), tensor([[0.0363]]), tensor([[0.0616]]), tensor([[-0.0217]]), tensor([[0.0287]]), tensor([[0.1604]]), tensor([[0.0161]]), tensor([[-0.0277]]), tensor([[-0.0377]]), tensor([[0.0534]]), tensor([[0.0580]]), tensor([[0.0235]]), tensor([[0.0675]]), tensor([[-0.0176]]), tensor([[0.1740]]), tensor([[0.0731]]), tensor([[-0.0658]]), tensor([[-0.0174]]), tensor([[0.0568]]), tensor([[0.0267]]), tensor([[0.0101]]), tensor([[-0.0110]]), tensor([[0.0411]]), tensor([[-0.0010]]), tensor([[0.0354]]), tensor([[0.0707]]), tensor([[-0.0717]]), tensor([[-0.0745]]), tensor([[-0.0775]]), tensor([[0.0476]]), tensor([[0.0499]]), tensor([[0.0486]]), tensor([[-0.0172]]), tensor([[0.0026]]), tensor([[-0.0136]]), tensor([[-0.0319]]), tensor([[0.0474]]), tensor([[-0.0150]]), tensor([[-0.0811]]), tensor([[0.0564]]), tensor([[0.0368]]), tensor([[0.0173]]), tensor([[0.1374]]), tensor([[-0.0221]]), tensor([[0.0436]]), tensor([[-0.0086]]), tensor([[0.0302]]), tensor([[-0.0292]]), tensor([[0.0623]]), tensor([[0.1143]]), tensor([[0.0068]]), tensor([[-0.0080]]), tensor([[0.1018]]), tensor([[-0.0122]]), tensor([[-0.0499]]), tensor([[0.0320]]), tensor([[0.0190]]), tensor([[-0.0360]]), tensor([[0.0185]]), tensor([[0.0194]]), tensor([[0.0328]]), tensor([[0.0645]]), tensor([[-0.0479]]), tensor([[-0.0483]]), tensor([[0.0108]]), tensor([[-0.0256]]), tensor([[0.0382]]), tensor([[-0.0354]]), tensor([[0.0243]]), tensor([[0.0298]]), tensor([[0.0382]]), tensor([[-0.0688]]), tensor([[0.0025]]), tensor([[0.0233]]), tensor([[0.0851]]), tensor([[0.0715]]), tensor([[-0.0097]]), tensor([[0.0505]]), tensor([[-0.0241]]), tensor([[-0.0491]]), tensor([[0.1517]]), tensor([[0.1064]]), tensor([[0.0086]]), tensor([[-0.0139]]), tensor([[0.0054]]), tensor([[-0.0337]]), tensor([[0.1029]]), tensor([[0.0138]]), tensor([[-0.0083]]), tensor([[-0.1035]]), tensor([[-0.0672]]), tensor([[-0.0365]]), tensor([[0.0475]]), tensor([[0.0123]]), tensor([[-0.0414]]), tensor([[-0.0052]]), tensor([[-0.0213]]), tensor([[-0.0191]]), tensor([[0.1057]]), tensor([[-0.0059]]), tensor([[0.0312]]), tensor([[0.0212]]), tensor([[-0.0347]]), tensor([[0.0421]]), tensor([[0.0042]]), tensor([[-0.0226]]), tensor([[0.0414]]), tensor([[0.0188]]), tensor([[-0.0560]]), tensor([[0.0561]]), tensor([[-0.0029]]), tensor([[-0.0579]]), tensor([[-0.0184]]), tensor([[0.0187]]), tensor([[-0.0289]]), tensor([[0.0180]]), tensor([[0.0300]]), tensor([[-0.0349]]), tensor([[0.0164]]), tensor([[0.0134]]), tensor([[-0.0075]]), tensor([[0.0382]]), tensor([[-0.0625]]), tensor([[0.0182]]), tensor([[-0.0289]]), tensor([[0.0008]]), tensor([[-0.0962]]), tensor([[-0.0233]]), tensor([[-0.0226]]), tensor([[0.0147]]), tensor([[-0.0476]]), tensor([[-0.0156]]), tensor([[0.0283]]), tensor([[-0.0841]]), tensor([[-0.0593]]), tensor([[0.0218]]), tensor([[0.0749]]), tensor([[-0.0118]]), tensor([[0.0182]]), tensor([[-0.0142]]), tensor([[-0.0594]]), tensor([[0.0152]]), tensor([[0.0169]]), tensor([[0.0199]]), tensor([[0.0034]]), tensor([[0.0266]]), tensor([[-0.0281]]), tensor([[0.0626]]), tensor([[0.0865]]), tensor([[-0.0438]]), tensor([[0.0077]]), tensor([[0.0372]]), tensor([[0.0133]]), tensor([[0.0182]]), tensor([[0.1043]]), tensor([[0.1536]]), tensor([[0.1241]]), tensor([[0.0278]]), tensor([[-0.0168]]), tensor([[0.0770]]), tensor([[-0.0419]]), tensor([[0.0271]]), tensor([[0.0872]]), tensor([[-0.0094]]), tensor([[0.1369]]), tensor([[0.0459]]), tensor([[-0.0543]]), tensor([[-0.0161]]), tensor([[0.0031]]), tensor([[0.0436]]), tensor([[-0.0904]]), tensor([[0.0353]]), tensor([[0.1973]]), tensor([[0.1184]]), tensor([[0.0020]]), tensor([[-0.0564]]), tensor([[0.1826]]), tensor([[0.1050]]), tensor([[0.0325]]), tensor([[0.0267]]), tensor([[0.0843]]), tensor([[-0.0573]]), tensor([[-0.0298]]), tensor([[-0.0300]]), tensor([[0.1240]]), tensor([[0.0206]]), tensor([[0.0477]]), tensor([[0.1279]]), tensor([[0.0866]]), tensor([[0.0620]]), tensor([[0.1160]]), tensor([[0.0565]]), tensor([[-0.0224]]), tensor([[0.0478]]), tensor([[-0.0580]]), tensor([[0.1335]]), tensor([[0.0103]]), tensor([[0.0742]]), tensor([[-0.0094]]), tensor([[-0.0499]]), tensor([[0.0397]]), tensor([[-0.0471]]), tensor([[-0.0020]]), tensor([[-0.0149]]), tensor([[-0.0629]]), tensor([[0.0327]]), tensor([[0.1575]]), tensor([[0.0621]]), tensor([[0.0912]]), tensor([[0.0068]]), tensor([[0.0685]]), tensor([[0.0414]]), tensor([[0.0219]]), tensor([[-0.0091]]), tensor([[0.0196]]), tensor([[-0.0135]]), tensor([[0.1172]]), tensor([[-0.0030]]), tensor([[-0.0313]]), tensor([[0.0052]]), tensor([[-0.0712]]), tensor([[0.0760]]), tensor([[-0.0332]]), tensor([[0.0760]]), tensor([[0.0372]]), tensor([[0.0760]]), tensor([[0.0459]]), tensor([[0.0798]]), tensor([[-0.0434]]), tensor([[-0.0189]]), tensor([[-0.0746]]), tensor([[0.0688]]), tensor([[-0.0519]]), tensor([[0.0266]]), tensor([[0.0705]]), tensor([[0.0528]]), tensor([[-0.0224]]), tensor([[-0.0079]]), tensor([[0.0052]]), tensor([[-0.0182]]), tensor([[0.0016]]), tensor([[0.0310]]), tensor([[0.0163]]), tensor([[0.0329]]), tensor([[-0.0765]]), tensor([[0.0232]]), tensor([[0.0033]]), tensor([[-0.0880]]), tensor([[-0.0317]]), tensor([[-0.0277]]), tensor([[-0.0245]]), tensor([[-0.1002]]), tensor([[-0.0279]]), tensor([[-0.0057]]), tensor([[0.0289]]), tensor([[0.0564]]), tensor([[-0.0172]]), tensor([[0.0089]]), tensor([[0.0234]]), tensor([[0.0414]]), tensor([[-0.0053]]), tensor([[0.0153]]), tensor([[0.0087]]), tensor([[-0.0098]]), tensor([[0.1775]]), tensor([[0.1638]]), tensor([[-0.0106]]), tensor([[0.0813]]), tensor([[0.0166]]), tensor([[-0.0146]]), tensor([[0.0103]]), tensor([[-0.0348]]), tensor([[0.0411]]), tensor([[0.0318]]), tensor([[0.0254]]), tensor([[0.0611]])]"
3,social issues,"[tensor([[0.1519]]), tensor([[0.2512]]), tensor([[0.1021]]), tensor([[0.1262]]), tensor([[0.1010]]), tensor([[0.0307]]), tensor([[0.0505]]), tensor([[0.0382]]), tensor([[0.0161]]), tensor([[0.0797]]), tensor([[0.0349]]), tensor([[0.0536]]), tensor([[0.0495]]), tensor([[0.0968]]), tensor([[0.1871]]), tensor([[0.1558]]), tensor([[0.1492]]), tensor([[0.0978]]), tensor([[0.0615]]), tensor([[0.1986]]), tensor([[0.0074]]), tensor([[0.0569]]), tensor([[0.1488]]), tensor([[0.1184]]), tensor([[-0.0087]]), tensor([[0.1456]]), tensor([[0.1370]]), tensor([[0.0140]]), tensor([[0.1110]]), tensor([[0.0620]]), tensor([[0.1024]]), tensor([[0.0119]]), tensor([[0.0909]]), tensor([[0.0637]]), tensor([[0.0576]]), tensor([[0.0477]]), tensor([[-0.0096]]), tensor([[-0.0181]]), tensor([[0.0631]]), tensor([[0.0497]]), tensor([[0.0385]]), tensor([[0.0545]]), tensor([[0.0349]]), tensor([[0.0783]]), tensor([[0.0244]]), tensor([[0.0231]]), tensor([[-0.0489]]), tensor([[0.0313]]), tensor([[0.1709]]), tensor([[0.1043]]), tensor([[0.1077]]), tensor([[-0.0510]]), tensor([[0.1240]]), tensor([[0.0363]]), tensor([[0.0532]]), tensor([[0.1519]]), tensor([[0.1421]]), tensor([[0.0526]]), tensor([[0.0152]]), tensor([[0.0754]]), tensor([[0.0589]]), tensor([[-0.0567]]), tensor([[0.0086]]), tensor([[0.0385]]), tensor([[0.0586]]), tensor([[0.0825]]), tensor([[0.0858]]), tensor([[0.0526]]), tensor([[0.0150]]), tensor([[-0.0583]]), tensor([[0.0748]]), tensor([[0.0534]]), tensor([[0.0261]]), tensor([[0.0989]]), tensor([[0.1081]]), tensor([[0.1137]]), tensor([[0.0422]]), tensor([[0.1198]]), tensor([[0.0954]]), tensor([[0.1033]]), tensor([[0.0323]]), tensor([[0.0175]]), tensor([[0.1624]]), tensor([[0.0284]]), tensor([[0.0032]]), tensor([[0.0455]]), tensor([[0.0656]]), tensor([[0.0447]]), tensor([[0.1177]]), tensor([[0.0282]]), tensor([[0.0142]]), tensor([[-0.0170]]), tensor([[0.0283]]), tensor([[0.0608]]), tensor([[0.0576]]), tensor([[-0.0261]]), tensor([[-0.0201]]), tensor([[0.0733]]), tensor([[0.0725]]), tensor([[-0.0299]]), tensor([[0.0256]]), tensor([[0.0880]]), tensor([[0.0266]]), tensor([[0.0848]]), tensor([[-0.0322]]), tensor([[0.1276]]), tensor([[0.0977]]), tensor([[0.0264]]), tensor([[0.0733]]), tensor([[0.0970]]), tensor([[0.1166]]), tensor([[0.1611]]), tensor([[0.1037]]), tensor([[-0.0099]]), tensor([[0.0810]]), tensor([[0.0520]]), tensor([[0.0548]]), tensor([[0.0693]]), tensor([[0.0241]]), tensor([[0.0362]]), tensor([[-0.0214]]), tensor([[0.0932]]), tensor([[0.0089]]), tensor([[0.0700]]), tensor([[0.0804]]), tensor([[0.0537]]), tensor([[0.0537]]), tensor([[0.0376]]), tensor([[0.1374]]), tensor([[0.1578]]), tensor([[0.0318]]), tensor([[0.1014]]), tensor([[0.1081]]), tensor([[0.0537]]), tensor([[0.0229]]), tensor([[0.1154]]), tensor([[0.0298]]), tensor([[0.0633]]), tensor([[0.0796]]), tensor([[0.1055]]), tensor([[0.0502]]), tensor([[-0.0187]]), tensor([[-0.0722]]), tensor([[0.0494]]), tensor([[0.1348]]), tensor([[0.0456]]), tensor([[0.0272]]), tensor([[0.0233]]), tensor([[0.0062]]), tensor([[-0.0031]]), tensor([[0.1547]]), tensor([[0.1136]]), tensor([[0.0435]]), tensor([[0.0199]]), tensor([[0.1607]]), tensor([[0.0874]]), tensor([[0.0078]]), tensor([[-0.0943]]), tensor([[0.0591]]), tensor([[-0.0513]]), tensor([[0.0073]]), tensor([[0.0281]]), tensor([[0.0155]]), tensor([[-0.0076]]), tensor([[0.0758]]), tensor([[0.1316]]), tensor([[0.1572]]), tensor([[0.1009]]), tensor([[0.1023]]), tensor([[0.0597]]), tensor([[0.1768]]), tensor([[0.0610]]), tensor([[0.0906]]), tensor([[0.0346]]), tensor([[0.0747]]), tensor([[0.0926]]), tensor([[0.0006]]), tensor([[0.1169]]), tensor([[0.0625]]), tensor([[0.0772]]), tensor([[0.0536]]), tensor([[0.0659]]), tensor([[0.1323]]), tensor([[0.1375]]), tensor([[0.1158]]), tensor([[0.1166]]), tensor([[0.0451]]), tensor([[0.0898]]), tensor([[0.0022]]), tensor([[0.0546]]), tensor([[0.0049]]), tensor([[-0.0100]]), tensor([[0.1401]]), tensor([[0.1127]]), tensor([[0.1693]]), tensor([[0.0806]]), tensor([[-0.0159]]), tensor([[0.0648]]), tensor([[-0.0197]]), tensor([[0.0458]]), tensor([[0.0829]]), tensor([[0.1672]]), tensor([[0.0686]]), tensor([[0.0072]]), tensor([[0.0367]]), tensor([[0.0185]]), tensor([[0.1046]]), tensor([[-0.0104]]), tensor([[0.1274]]), tensor([[0.0217]]), tensor([[-0.0450]]), tensor([[-0.0760]]), tensor([[0.0585]]), tensor([[0.0910]]), tensor([[0.0619]]), tensor([[0.0755]]), tensor([[0.0551]]), tensor([[-0.0537]]), tensor([[0.1190]]), tensor([[0.0297]]), tensor([[0.0926]]), tensor([[0.0509]]), tensor([[0.0029]]), tensor([[0.1345]]), tensor([[0.0532]]), tensor([[0.0260]]), tensor([[-0.0014]]), tensor([[-0.0101]]), tensor([[0.0055]]), tensor([[0.0792]]), tensor([[0.0681]]), tensor([[0.0792]]), tensor([[0.0087]]), tensor([[0.0792]]), tensor([[0.1213]]), tensor([[-0.0045]]), tensor([[0.0874]]), tensor([[0.0259]]), tensor([[0.0884]]), tensor([[0.0677]]), tensor([[0.0495]]), tensor([[0.0857]]), tensor([[0.0570]]), tensor([[0.0947]]), tensor([[0.0601]]), tensor([[0.0952]]), tensor([[0.0814]]), tensor([[-0.0519]]), tensor([[0.0148]]), tensor([[0.1125]]), tensor([[0.0350]]), tensor([[-0.0293]]), tensor([[0.0050]]), tensor([[0.0323]]), tensor([[0.1035]]), tensor([[0.0504]]), tensor([[0.0369]]), tensor([[0.0589]]), tensor([[0.0238]]), tensor([[0.0654]]), tensor([[0.0908]]), tensor([[0.0917]]), tensor([[0.1250]]), tensor([[0.1025]]), tensor([[0.0566]]), tensor([[0.1293]]), tensor([[-0.0057]]), tensor([[0.0830]]), tensor([[0.0315]]), tensor([[-0.0035]]), tensor([[0.0440]]), tensor([[0.0451]]), tensor([[0.1141]]), tensor([[0.0959]]), tensor([[0.0478]]), tensor([[0.0451]]), tensor([[0.0504]]), tensor([[0.0713]]), tensor([[0.0801]]), tensor([[0.0331]]), tensor([[0.0037]]), tensor([[0.0806]]), tensor([[0.1567]]), tensor([[-0.0058]])]"
