,PDF Name,TF-IDF,Top N Words,Company Name
0,Sustainability20Key20Figures.pdf.coredownload,"[('tonne', 0.49283216962537446), ('consumption', 0.33602193383548257), ('model', 0.256469002823795), ('total', 0.24059629728263593), ('this', 0.24059629728263593), ('indicator', 0.23895408539556276), ('paper', 0.2240146225569884), ('waste', 0.1568102357898919), ('energy', 0.1568102357898919), ('input', 0.1568102357898919), ('recycled', 0.1568102357898919), ('used', 0.1568102357898919), ('number', 0.14426381408838468), ('water', 0.1120073112784942), ('production', 0.1120073112784942), ('product', 0.1120073112784942), ('safety', 0.1002484572010983), ('with', 0.09190541745983184), ('incident', 0.08960584902279536), ('noncompliance', 0.08960584902279536), ('kwh', 0.08019876576087864), ('packaging', 0.06720438676709653), ('factory', 0.06720438676709653), ('containerboard', 0.06720438676709653), ('marketbased', 0.06720438676709653), ('fuel', 0.06720438676709653), ('quality', 0.06720438676709653), ('area', 0.06720438676709653), ('resource', 0.06720438676709653), ('greenhouse', 0.06720438676709653), ('health', 0.06720438676709653), ('proportion', 0.06014907432065898), ('scope', 0.06014907432065898), ('system', 0.06014907432065898), ('fibre', 0.04480292451139768), ('efficiency', 0.04480292451139768), ('location', 0.04480292451139768), ('headcount', 0.04480292451139768), ('heating', 0.04480292451139768), ('electricity', 0.04480292451139768)]","[('model', 27), ('number', 27), ('tonne', 22), ('indicator', 17), ('consumption', 15), ('total', 15), ('paper', 10), ('employee', 9), ('worker', 9), ('recycled', 7), ('input', 7), ('used', 7), ('waste', 7), ('energy', 7), ('safety', 6), ('supplier', 6), ('production', 5), ('product', 5), ('water', 5), ('kwh', 5), ('incident', 4), ('proportion', 4), ('external', 4), ('noncompliance', 4), ('direct', 4), ('scope', 4), ('work', 4), ('workplace', 4), ('mchf', 3), ('packaging', 3), ('containerboard', 3), ('employed', 3), ('factory', 3), ('quality', 3), ('certified', 3), ('health', 3), ('resource', 3), ('fuel', 3), ('area', 3), ('greenhouse', 3)]",model_number_tonne
