,PDF Name,TF-IDF,Top N Words,Company Name
0,Firmenich-Sustainability-Report-2020,"[('business', 0.3246253406102398), ('firmenich', 0.18741792932415535), ('about', 0.16947531887654468), ('year', 0.16697997664292574), ('sustainability', 0.14990209940776808), ('first', 0.13610701298194652), ('with', 0.12628847825636982), ('statement', 0.12291246469284292), ('responsible', 0.12270792907808217), ('leadership', 0.11940251814061367), ('health', 0.11342251081828877), ('from', 0.11295725259071741), ('safety', 0.11082956285284107), ('billion', 0.10953489686976596), ('highlight', 0.10953489686976596), ('performance', 0.10820844687007994), ('ingredient', 0.10623585677141559), ('sustainable', 0.1041798621194311), ('spotlight', 0.10151337111935203), ('world', 0.10044998761221224), ('renewable', 0.0987466610128392), ('glance', 0.09853450736903512), ('product', 0.09415295493141371), ('report', 0.09319090133843269), ('positive', 0.09301021116754637), ('growth', 0.09301021116754637), ('successfully', 0.09128476626503401), ('over', 0.08675542555864153), ('future', 0.0803599900897698), ('industry', 0.0803599900897698), ('resilience', 0.07889125198836933), ('legacy', 0.07889125198836933), ('taste', 0.07613502833951402), ('chairman', 0.07613502833951402), ('enhance', 0.07613502833951402), ('purpose', 0.0716415108843682), ('reach', 0.0716415108843682), ('strategic', 0.0716415108843682), ('firmenichperformance', 0.07116576487859883), ('right', 0.06975765837565978)]","[('sustainability', 223), ('report', 194), ('business', 163), ('firmenich', 159), ('firmenichperformance', 99), ('fy', 94), ('product', 86), ('global', 86), ('safety', 85), ('supplier', 83), ('responsible', 78), ('year', 78), ('risk', 77), ('people', 75), ('ingredient', 69), ('company', 69), ('fragrance', 67), ('program', 67), ('performance', 65), ('quality', 65), ('consumer', 65), ('sourcing', 64), ('environmental', 64), ('employee', 62), ('health', 59), ('water', 58), ('renewable', 58), ('human', 57), ('site', 57), ('nature', 56), ('work', 55), ('customer', 55), ('chain', 54), ('data', 54), ('policy', 54), ('process', 54), ('management', 51), ('sustainable', 50), ('manufacturing', 49), ('right', 48)]",sustainability_report_business
