,PDF Name,TF-IDF,Top N Words,Company Name
0,CPN_Fortschrittsbericht_EN_v02,"[('coop', 0.27077008004515846), ('sustainability', 0.2508658672548931), ('group', 0.21758398512383892), ('product', 0.20760231375960864), ('sustainable', 0.20723702077578127), ('year', 0.17300192813300716), ('target', 0.16861944958785113), ('progress', 0.14993500438193957), ('sale', 0.1472107144263978), ('with', 0.14373470906214147), ('strategy', 0.1421901544677076), ('report', 0.12860790904343244), ('billion', 0.12690221683339906), ('chairman', 0.10575184736116587), ('executive', 0.10575184736116587), ('from', 0.10182915757929323), ('this', 0.09814047628426519), ('social', 0.0944752149350256), ('which', 0.09137097708659896), ('throughout', 0.0909471641333325), ('business', 0.08986578584480585), ('committee', 0.08618112066638524), ('franc', 0.0846014778889327), ('goals', 0.0846014778889327), ('three', 0.08228697960999452), ('retail', 0.07892723130987282), ('organic', 0.07892723130987282), ('area', 0.07702781643840503), ('environment', 0.07614248090549913), ('development', 0.07362679508665655), ('focus', 0.07362679508665655), ('people', 0.07362679508665655), ('production', 0.0736053572131989), ('commitment', 0.07137643743855183), ('global', 0.06894489653310819), ('been', 0.06582958368799562), ('wholesale', 0.06577269275822735), ('range', 0.06577269275822735), ('millionen', 0.06345110841669953), ('philipp', 0.06345110841669953)]","[('coop', 199), ('target', 184), ('group', 152), ('product', 144), ('report', 107), ('progress', 101), ('material', 101), ('sustainable', 92), ('transgourmet', 89), ('organic', 88), ('project', 74), ('sustainability', 70), ('range', 67), ('brand', 67), ('year', 66), ('food', 66), ('comments', 62), ('challenge', 60), ('animal', 59), ('sale', 58)]",coop_target_group
